任务编号,任务名（方便管理),通关获得物品(场景ID:物品:数量:几率@场景ID:物品:数量:几率),指定怪物产出物品(怪物ID:物品:数量:几率@怪物ID:物品:数量:几率),收集指定物品(物品:数量@物品:数量),是否保留任务物品(1保留 0删除),击杀指定怪物(怪物ID:数量@怪物ID:数量),后续任务ID,前续任务ID（用于判定该任务是否可接取）,接取成功时候追加任务（任务接取成功时候）,后续支线任务（主线任务交付成功后可用）,任务天数（7日礼包使用）,接取任务成功时候的引导,交付任务成功时候的引导,接取任务开放功能(变量),交付任务开放功能(变量),是否已经被删除不用,任务比较范围和显示先后,是否接取任务后就可交付,是否可自动接取,是否可自动交付,任务添加先后（支线任务任务追踪使用）,任务追踪显示,可交付时点击交付(非自动交付使用),任务类型,公会任务任务类型（1打败NPC，2搜集物资，3通关场景，4指定地图使用道具，5购买特殊商品）,是否是礼包类任务,任务重复次数,任务等级,接任务NPC（游戏中唯一）,完成任务NPC（游戏中唯一）,接取任务给予物品,任务名称,任务目标描述,任务追加描述,任务奖励金钱,任务奖励经验,任务奖励蓝钻,任务奖励魔力精华,任务奖励荣誉值,任务奖励体力,任务奖励活跃度,任务奖励公会贡献度,任务奖励物品,任务职业奖励物品,任务目标地图编号,任务目标场景编号,多任务场景ID(场景ID:场景ID:场景ID),任务所需物品,公会任务搜集物品,公会任务使用特定物品,公会任务购买特定物品,任务目标传送点,任务总次数,任务初始次数,完成需要蓝钻,是否特别显示,交付任务点击脚本函数,点击脚本函数,领取后有引导,完成后有引导,完成提示ID,功能提示字符串ID,特殊显示ID,赏金任务描述显示,ICON显示类型,任务次级类型,任务类型系数,随机重复次数,随机重复次数,任务等级范围,任务等级范围,赏金经验,赏金金币,赏金蓝钻,赏金魔力,赏金精灵口粮
110001,精灵培养2,,,,,,110002,110000,,,,,,,,,,0,1,0,70,1,1,2,,,0,25,,,,51024,51026,,6000,6000,,,,,,,,,,,,,,,,,1,,,,,guide_openspiritpage,,,,,,,,,,,,,,,,,,
110002,精灵培养3,,,,,,110003,110001,,,,,,,,,,0,1,0,70,1,1,2,,,0,25,,,,51024,51027,,6000,6000,,,,,,,,,,,,,,,,,1,,,,,guide_openspiritpage,,,,,,,,,,,,,,,,,,
110003,精灵培养4,,,,,,110004,110002,,,,,,,,,,0,1,0,70,1,1,2,,,0,25,,,,51024,51028,,6000,6000,,,,,,,,,,,,,,,,,1,,,,,guide_openspiritpage,,,,,,,,,,,,,,,,,,
110004,精灵培养5,,,,,,110005,110003,,,,,,,,,,0,1,0,70,1,1,2,,,0,25,,,,51024,51029,,6000,6000,,,,,,,,,,,,,,,,,1,,,,,guide_openspiritpage,,,,,,,,,,,,,,,,,,
110005,精灵培养6,,,,,,110006,110004,,,,,,,,,,0,1,0,70,1,1,2,,,0,25,,,,51024,51030,,6000,6000,,,,,,,,,,,,,,,,,1,,,,,guide_openspiritpage,,,,,,,,,,,,,,,,,,
110006,精灵培养7,,,,,,110007,110005,,,,,,,,,,0,1,0,70,1,1,2,,,0,27,,,,51024,51031,,7000,7000,,,,,,,,,,,,,,,,,1,,,,,guide_openspiritpage,,,,,,,,,,,,,,,,,,
110007,精灵培养8,,,,,,110008,110006,,,,,,,,,,0,1,0,70,1,1,2,,,0,27,,,,51024,51032,,7000,7000,,,,,,,,,,,,,,,,,1,,,,,guide_openspiritpage,,,,,,,,,,,,,,,,,,
110008,精灵培养9,,,,,,110009,110007,,,,,,,,,,0,1,0,70,1,1,2,,,0,27,,,,51024,51033,,7000,7000,,,,,,,,,,,,,,,,,1,,,,,guide_openspiritpage,,,,,,,,,,,,,,,,,,
110009,精灵培养10,,,,,,110010,110008,,,,,,,,,,0,1,0,70,1,1,2,,,0,27,,,,51024,51034,,7000,7000,,,,,,,,,,,,,,,,,1,,,,,guide_openspiritpage,,,,,,,,,,,,,,,,,,
110010,精灵培养11,,,,,,110011,110009,,,,,,,,,,0,1,0,70,1,1,2,,,0,27,,,,51024,51035,,7000,7000,,,,,,,,,,,,,,,,,1,,,,,guide_openspiritpage,,,,,,,,,,,,,,,,,,
110011,精灵培养12,,,,,,110012,110010,,,,,,,,,,0,1,0,70,1,1,2,,,0,27,,,,51024,51036,,7000,7000,,,,,,,,,,,,,,,,,1,,,,,guide_openspiritpage,,,,,,,,,,,,,,,,,,
110012,精灵培养13,,,,,,110013,110011,,,,,,,,,,0,1,0,70,1,1,2,,,0,30,,,,51024,51037,,9000,9000,,,,,,,,,,,,,,,,,1,,,,,guide_openspiritpage,,,,,,,,,,,,,,,,,,
110013,精灵培养14,,,,,,110014,110012,,,,,,,,,,0,1,0,70,1,1,2,,,0,30,,,,51024,51038,,9000,9000,,,,,,,,,,,,,,,,,1,,,,,guide_openspiritpage,,,,,,,,,,,,,,,,,,
110014,精灵培养15,,,,,,110015,110013,,,,,,,,,,0,1,0,70,1,1,2,,,0,30,,,,51024,51039,,9000,9000,,,,,,,,,,,,,,,,,1,,,,,guide_openspiritpage,,,,,,,,,,,,,,,,,,
110015,精灵培养16,,,,,,110016,110014,,,,,,,,,,0,1,0,70,1,1,2,,,0,30,,,,51024,51040,,9000,9000,,,,,,,,,,,,,,,,,1,,,,,guide_openspiritpage,,,,,,,,,,,,,,,,,,
110016,精灵培养17,,,,,,110017,110015,,,,,,,,,,0,1,0,70,1,1,2,,,0,30,,,,51024,51041,,9000,9000,,,,,,,,,,,,,,,,,1,,,,,guide_openspiritpage,,,,,,,,,,,,,,,,,,
110017,精灵培养18,,,,,,,110016,,,,,,,,,,0,1,0,70,1,1,2,,,0,30,,,,51024,51042,,9000,9000,,,,,,,,,,,,,,,,,1,,,,,guide_openspiritpage,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120000,通关材料本,,,,,,120001,5013,,,,,,,,,,0,1,0,100,1,1,2,,,0,25,,,,51043,51044,,8000,6000,,,,,,,,,5,5006,,,,,,N_副本传送点5,3,,,,,,,,,,,,,,,,,,,,,,,
120001,魂器升2阶,,,,,,,120000,,,,,,,,,,0,1,0,100,1,1,2,,,0,25,,,,51045,51046,,8000,6000,,,,,,,,,,,,,,,,,1,,,,,Open_HunQi,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120002,跃跃欲试1,,,,,,120003,5010,,,,,,,,,,0,1,0,110,1,1,2,,,0,26,,,,51047,51048,,10000,6000,,,,,,,,,,,,,,,,,1,,,,,open_page_huoyuedu,,,,,,,,,,,,,,,,,,
120003,跃跃欲试2,,,,,,120004,120002,,,,,,,,,,0,1,0,110,1,1,2,,,0,26,,,,51047,51049,,10000,6000,,,,,,,,,,,,,,,,,1,,,,,open_page_huoyuedu,,,,,,,,,,,,,,,,,,
120004,跃跃欲试3,,,,,,120005,120003,,,,,,,,,,0,1,0,110,1,1,2,,,0,26,,,,51047,51050,,10000,6000,,,,,,,,,,,,,,,,,1,,,,,open_page_huoyuedu,,,,,,,,,,,,,,,,,,
120005,跃跃欲试4,,,,,,120006,120004,,,,,,,,,,0,1,0,130,1,1,2,,,0,30,,,,51047,51051,,10000,6000,,,,,,,,,,,,,,,,,1,,,,,open_page_huoyuedu,,,,,,,,,,,,,,,,,,
120006,跃跃欲试5,,,,,,120007,120005,,,,,,,,,,0,1,0,150,1,1,2,,,0,32,,,,51047,51052,,10000,6000,,,,,,,,,,,,,,,,,1,,,,,open_page_huoyuedu,,,,,,,,,,,,,,,,,,
120007,跃跃欲试6,,,,,,120008,120006,,,,,,,,,,0,1,0,170,1,1,2,,,0,34,,,,51047,51053,,10000,6000,,,,,,,,,,,,,,,,,1,,,,,open_page_huoyuedu,,,,,,,,,,,,,,,,,,
120008,跃跃欲试7,,,,,,120009,120007,,,,,,,,,,0,1,0,190,1,1,2,,,0,36,,,,51047,51054,,10000,6000,,,,,,,,,,,,,,,,,1,,,,,open_page_huoyuedu,,,,,,,,,,,,,,,,,,
120009,跃跃欲试8,,,,,,,120008,,,,,,,,,,0,1,0,210,1,1,2,,,0,38,,,,51047,51055,,10000,6000,,,,,,,,,,,,,,,,,1,,,,,open_page_huoyuedu,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120010,公会徽章,,,,,,120011,,,,,,,,,,,0,1,0,120,1,1,2,,,0,31,,,,160322,50536,,10000,10000,,,,,,,,,,,,,,,,,1,,,,,open_page_beibao,,,,,,,,,,,,,,,,,,
120011,升级徽章,,,,,,,120010,,,,,,,,,,0,1,0,120,1,1,2,,,0,31,,,,160323,50537,,10000,10000,,,,,,,,,,,,,,,,,1,,,,,open_page_beibao,,,,,,,,,,,,,,,,,,
120012,竞技徽章,,,,,,120013,,,,,,,,,,,0,1,0,120,1,1,2,,,0,35,,,,160324,50538,,10000,10000,,,,,,,,,,,,,,,,,1,,,,,open_page_beibao,,,,,,,,,,,,,,,,,,
120013,升级徽章,,,,,,,120012,,,,,,,,,,0,1,0,120,1,1,2,,,0,35,,,,160325,50539,,10000,10000,,,,,,,,,,,,,,,,,1,,,,,open_page_beibao,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130000,勇者传说1,,,,,,130001,6010,,,,,,,,,,0,1,0,110,1,1,2,,,0,30,,,,51056,51057,,10000,10000,,,,,,,yongzhezhizheng:2:1:0:140,,1,,,,,,,N_副本传送点1,1,,,,,,,,,,,,,,,,,,,,,,,
130001,勇者传说2,,,,,,130002,130000,,,,,,,,,,0,1,0,110,1,1,2,,,0,30,,,,51056,51058,,10000,10000,,,,,,,yongzhezhizheng:2:1:0:140,,2,,,,,,,N_副本传送点2,1,,,,,,,,,,,,,,,,,,,,,,,
130002,勇者传说3,,,,,,130003,130001,,,,,,,,,,0,1,0,110,1,1,2,,,0,30,,,,51056,51059,,10000,10000,,,,,,,yongzhezhizheng:2:1:0:140,,3,,,,,,,N_副本传送点3,1,,,,,,,,,,,,,,,,,,,,,,,
130003,勇者传说4,,,,,,,130002,,,,,,,,,,0,1,0,110,1,1,2,,,0,30,,,,51056,51060,,10000,10000,,,,,,,yongzhezhizheng:2:1:0:140,,4,,,,,,,N_副本传送点4,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140000,星级物资1,,,,,,140001,6000,,,,,,,,,,0,1,0,120,1,1,2,,,0,26,,,,51061,51062,,10000,7000,,,,,,,,,,,,,,,,,1,,,,,OpenHuSongWuZhi,,,,,,,,,,,,,,,,,,
140001,星级物资2,,,,,,140002,140000,,,,,,,,,,0,1,0,120,1,1,2,,,0,26,,,,51061,51063,,10000,7000,,,,,,,,,,,,,,,,,1,,,,,OpenHuSongWuZhi,,,,,,,,,,,,,,,,,,
140002,星级物资3,,,,,,140003,140001,,,,,,,,,,0,1,0,120,1,1,2,,,0,26,,,,51061,51064,,10000,7000,,,,,,,,,,,,,,,,,1,,,,,OpenHuSongWuZhi,,,,,,,,,,,,,,,,,,
140003,星级物资4,,,,,,140004,140002,,,,,,,,,,0,1,0,120,1,1,2,,,0,26,,,,51061,51065,,10000,7000,,,,,,,,,,,,,,,,,1,,,,,OpenHuSongWuZhi,,,,,,,,,,,,,,,,,,
140004,星级物资5,,,,,,140005,140003,,,,,,,,,,0,1,0,120,1,1,2,,,0,26,,,,51061,51066,,10000,7000,,,,,,,,,,,,,,,,,1,,,,,OpenHuSongWuZhi,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200000,蜘蛛洞穴,,,,,,,4006,,,,,,,,1,,0,1,0,30,1,1,2,,,0,25,,,,52650,52656,,,1000,,,,,,,,,3,997,,,,,,N_蜘蛛守卫西蒙斯,1,,,,,,,,,,,,,,,,,,,,,,,
200002,组队挑战,,,,,,210005,4011,,,,,,,,1,,0,1,0,120,1,1,2,,,0,24,,,,52670,52657,,10000,15000,,500,,,,,,,3,3006,,,,,,,1,,,,,guide_zuduitiaozhan_3006,,,,,,,,,,,,,,,,,,
200003,石头巨人（组队）,,,,,,,4007,,,,,,,,1,,0,1,0,40,1,1,2,,,0,29,,,,50303,52822,,12000,2000,,500,,,,,,,4,4006,,,,,,,1,,,,,guide_zuduitiaozhan_4006,,,,,,,,,,,,,,,,,,
200004,勇者无惧,,,,,,,,,,,,,,,1,,0,1,0,30,1,1,2,,,0,21,,,,50305,50306,,0,0,,,,,,,,,,,,,,,,,1,,,,,guide_yongzhewuju,,,,,,,,,,,,,,,,,,
200005,王者殿堂,,,,,,210501,4007,,,,,,,,1,,0,1,0,30,1,1,2,,,0,23,,,,50307,50308,,16000,1000,,,,,,,,,,,,,,,,,1,,,,,guide_wangzhediantang,,,,,,,,,,,,,,,,,,
200006,岩石魔王（组队）,,,,,,,5008,,,,,,,,1,,0,1,0,40,1,1,2,,,0,29,,,,50309,52823,,20000,2000,,500,,,,,,,5,5007,,,,,,,1,,,,,guide_zuduitiaozhan_5007,,,,,,,,,,,,,,,,,,
200007,迷失海岸(组队),,,,,,,6008,,,,,,,,1,,0,1,0,40,1,1,2,,,0,34,,,,50310,52824,,24000,2000,,600,,,,,,,6,6007,,,,,,,1,,,,,guide_zuduitiaozhan_6007,,,,,,,,,,,,,,,,,,
200008,完美风暴(组队),,,,,,,7008,,,,,,,,1,,0,1,0,40,1,1,2,,,0,40,,,,50311,52825,,28000,5000,,700,,,,,,,7,7007,,,,,,,1,,,,,guide_zuduitiaozhan_7007,,,,,,,,,,,,,,,,,,
200009,黑暗之门（组队）,,,,,,,8008,,,,,,,,1,,0,1,0,40,1,1,2,,,0,46,,,,50312,52826,,32000,6000,,800,,,,,,,8,8007,,,,,,,1,,,,,guide_zuduitiaozhan_8007,,,,,,,,,,,,,,,,,,
200010,火龙守卫（组队）,,,,,,,9009,,,,,,,,1,,0,1,0,40,1,1,2,,,0,50,,,,50313,52827,,36000,2000,,900,,,,,,,9,9008,,,,,,,1,,,,,guide_zuduitiaozhan_9008,,,,,,,,,,,,,,,,,,
200011,学习技能,,,,,,,2006,,,,,,,,1,,0,1,0,30,1,1,2,,,0,11,,,,50583,50584,,0,3000,,500,,,,,,,,,,,,,,,1,,,,,guide_openskillpage2studynewskill,,,,,,,,,,,,,,,,,,
200012,难度挑战,,,,,,220104,4009,,,,,,,,1,,0,1,0,100,1,1,2,,,0,20,,,,50720,50721,,2000,20000,,500,,,,,,,1,1101,,,,,,N_副本传送点1,1,,,,,,,,,,,,,,,,,,,,,,,
210000,武器强化,,,,,,210201,4007,,,,,,,,1,,0,1,0,90,1,1,2,,,0,23,,,,50396,50397,,0,8000,,500,,,,,,,,,,,,,,,1,,,,,qianghuawuqi_10,,,,,,,,,,,,,,,,,,
210001,竞技之路,,,,,,,3002,,,,,,,,1,,0,1,0,30,1,1,2,,,0,15,,,,50421,50422,,0,5000,,500,,,,,,,,,,,,,,,5,,,,,guide_rongyaozhilu,,,,,,,,,,,,,,,,,,
210002,武器升星,,,,,,210301,4007,,,,,,,,1,,0,1,0,90,1,1,2,,,0,23,,,,50426,50427,,0,8000,,500,,,,,,,,,,,,,,,1,,,,,shengxingwuqi_5,,,,,,,,,,,,,,,,,,
210003,神秘商店,,,,,,210004,4007,,,,,guide_blackshopbuy,,,,,1,1,0,10,1,0,2,,,0,20,,N_神秘商人海格,,50756,50757,,5000,20000,,300,,,,,,,0,1000,,,,,,N_神秘商人海格,1,,,,,,,,,,,,,,,,,,,,,,,
210004,兑换商人,,,,,,,210003,,,,,guide_duihuancengzhuang,,,,,1,1,0,10,1,0,2,,,0,20,,N_兑换商人亚格,,50759,50761,,5000,20000,,,,,,,,,0,1000,,,,,,N_兑换商人亚格,1,,,,,,,,,,,,,,,,,,,,,,,
210005,获得星石,,,,,,210013,200002,,,,,,,,1,,0,1,0,120,1,1,2,,,0,24,,,,54510,54511,,5000,15000,,,,,,,xingshi:10@,,,,,,,,,,1,,,,,fenjiazhuangbei_xingshi,,,,,,,,,,,,,,,,,,
210006,试炼之地,,,,,,,5009,,,,,,,,1,,0,1,0,100,1,1,2,,,0,29,,,,54512,54513,,10000,,,,,,,,,,,978,,,,,,,1,,,,,open_page_shilianzhidi,,,,,,,,,,,,,,,,,,
210007,橙色装备,,,,,,210008,5003,,,,,,,,,,0,1,0,100,1,1,2,,,0,24,,,,52854,52855,,8000,3000,,,,,,,,,,,,,,,,,1,,,,,qianghuawuqi_10,,,,,,,,,,,,,,,,,,
210008,橙色装备,,,,,,210009,210007,,,,,,,,,,0,1,0,100,1,1,2,,,0,24,,,,52854,52856,,8000,3000,,,,,,,,,,,,,,,,,1,,,,,qianghuawuqi_11,,,,,,,,,,,,,,,,,,
210009,橙色装备,,,,,,,210008,,,,,,,,,,0,1,0,100,1,1,2,,,0,24,,,,52854,52857,,8000,3000,,,,,,,,,,,,,,,,,1,,,,,qianghuawuqi_12,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200200,消灭蜘蛛2,,,,,,200201,4013,,,,,,,,,,0,1,0,20,1,1,2,,,0,23,,,,51001,51003,,8000,5000,,,,,,,,,,,,,,,,,3,,,,,OpenZhiZhuDong,,,,,,,,,,,,,,,,,,
200201,消灭蜘蛛3,,,,,,200202,200200,,,,,,,,,,0,1,0,40,1,1,2,,,0,28,,,,51001,51004,,9000,6000,,,,,,,,,,,,,,,,,1,,,,,OpenZhiZhuDong,,,,,,,,,,,,,,,,,,
200202,消灭蜘蛛4,,,,,,200203,200201,,,,,,,,,,0,1,0,40,1,1,2,,,0,28,,,,51001,51005,,10000,7000,,,,,,,,,,,,,,,,,3,,,,,OpenZhiZhuDong,,,,,,,,,,,,,,,,,,
200203,消灭蜘蛛5,,,,,,200204,200202,,,,,,,,,,0,1,0,60,1,1,2,,,0,33,,,,51001,51006,,11000,8000,,,,,,,,,,,,,,,,,1,,,,,OpenZhiZhuDong,,,,,,,,,,,,,,,,,,
200204,消灭蜘蛛6,,,,,,200205,200203,,,,,,,,,,0,1,0,60,1,1,2,,,0,33,,,,51001,51007,,12000,9000,,,,,,,,,,,,,,,,,3,,,,,OpenZhiZhuDong,,,,,,,,,,,,,,,,,,
200205,消灭蜘蛛7,,,,,,200206,200204,,,,,,,,,,0,1,0,80,1,1,2,,,0,38,,,,51001,51008,,13000,10000,,,,,,,,,,,,,,,,,1,,,,,OpenZhiZhuDong,,,,,,,,,,,,,,,,,,
200206,消灭蜘蛛8,,,,,,200207,200205,,,,,,,,,,0,1,0,80,1,1,2,,,0,38,,,,51001,51009,,14000,11000,,,,,,,,,,,,,,,,,3,,,,,OpenZhiZhuDong,,,,,,,,,,,,,,,,,,
200207,消灭蜘蛛9,,,,,,200208,200206,,,,,,,,,,0,1,0,100,1,1,2,,,0,43,,,,51001,51010,,15000,12000,,,,,,,,,,,,,,,,,1,,,,,OpenZhiZhuDong,,,,,,,,,,,,,,,,,,
200208,消灭蜘蛛10,,,,,,200209,200207,,,,,,,,,,0,1,0,100,1,1,2,,,0,43,,,,51001,51011,,16000,13000,,,,,,,,,,,,,,,,,3,,,,,OpenZhiZhuDong,,,,,,,,,,,,,,,,,,
200209,消灭蜘蛛11,,,,,,200210,200208,,,,,,,,,,0,1,0,120,1,1,2,,,0,48,,,,51001,51012,,17000,14000,,,,,,,,,,,,,,,,,1,,,,,OpenZhiZhuDong,,,,,,,,,,,,,,,,,,
200210,消灭蜘蛛12,,,,,,200211,200209,,,,,,,,,,0,1,0,120,1,1,2,,,0,48,,,,51001,51013,,18000,15000,,,,,,,,,,,,,,,,,3,,,,,OpenZhiZhuDong,,,,,,,,,,,,,,,,,,
200211,消灭蜘蛛13,,,,,,200212,200210,,,,,,,,,,0,1,0,140,1,1,2,,,0,53,,,,51001,51014,,19000,16000,,,,,,,,,,,,,,,,,1,,,,,OpenZhiZhuDong,,,,,,,,,,,,,,,,,,
200212,消灭蜘蛛14,,,,,,200213,200211,,,,,,,,,,0,1,0,140,1,1,2,,,0,53,,,,51001,51015,,20000,17000,,,,,,,,,,,,,,,,,3,,,,,OpenZhiZhuDong,,,,,,,,,,,,,,,,,,
200213,消灭蜘蛛15,,,,,,200214,200212,,,,,,,,,,0,1,0,160,1,1,2,,,0,58,,,,51001,51016,,21000,18000,,,,,,,,,,,,,,,,,1,,,,,OpenZhiZhuDong,,,,,,,,,,,,,,,,,,
200214,消灭蜘蛛16,,,,,,,200213,,,,,,,,,,0,1,0,160,1,1,2,,,0,58,,,,51001,51017,,22000,19000,,,,,,,,,,,,,,,,,3,,,,,OpenZhiZhuDong,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200100,精灵战队1,,,,,,200101,4012,,,,,,,,,,0,1,0,50,1,1,2,,,0,25,,,,51018,51019,,8000,5000,,,,,,,shengmingjinghua:20:1:0:136,,,,,,,,,,1,,,,,guide_openspiritpage,,,,,,,,,,,,,,,,,,
200101,精灵战队2,,,,,,200102,200100,,,,,,,,,,0,1,0,50,1,1,2,,,0,30,,,,51018,51020,,8000,5000,,,,,,,shengmingjinghua:30:1:0:136,,,,,,,,,,1,,,,,guide_openspiritpage,,,,,,,,,,,,,,,,,,
200102,精灵战队3,,,,,,200103,200101,,,,,,,,,,0,1,0,50,1,1,2,,,0,35,,,,51018,51021,,8000,5000,,,,,,,shengmingjinghua:40:1:0:136,,,,,,,,,,1,,,,,guide_openspiritpage,,,,,,,,,,,,,,,,,,
200103,精灵战队4,,,,,,200104,200102,,,,,,,,,,0,1,0,50,1,1,2,,,0,40,,,,51018,51022,,8000,5000,,,,,,,shengmingjinghua:50:1:0:136,,,,,,,,,,1,,,,,guide_openspiritpage,,,,,,,,,,,,,,,,,,
200104,精灵战队5,,,,,,,200103,,,,,,,,,,0,1,0,50,1,1,2,,,0,45,,,,51018,51023,,8000,5000,,,,,,,shengmingjinghua:60:1:0:136,,,,,,,,,,1,,,,,guide_openspiritpage,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200300,危险试炼2,,,,,,200301,4015,,,,,,,,,,0,1,0,60,1,1,2,,,0,25,,,,55205,55208,,5000,6000,,,,,,,,,,,,,,,,,1,,,,,open_page_shilianzhidi,,,,,,,,,,,,,,,,,,
200301,危险试炼3,,,,,,200302,200300,,,,,,,,,,0,1,0,60,1,1,2,,,0,25,,,,55205,55209,,5000,6000,,,,,,,,,,,,,,,,,1,,,,,open_page_shilianzhidi,,,,,,,,,,,,,,,,,,
200302,危险试炼4,,,,,,200303,200301,,,,,,,,,,0,1,0,60,1,1,2,,,0,25,,,,55205,55210,,5000,6000,,,,,,,,,,,,,,,,,1,,,,,open_page_shilianzhidi,,,,,,,,,,,,,,,,,,
200303,危险试炼5,,,,,,200304,200302,,,,,,,,,,0,1,0,60,1,1,2,,,0,25,,,,55205,55211,,5000,6000,,,,,,,,,,,,,,,,,1,,,,,open_page_shilianzhidi,,,,,,,,,,,,,,,,,,
200304,危险试炼6,,,,,,200305,200303,,,,,,,,,,0,1,0,60,1,1,2,,,0,30,,,,55205,55212,,8000,7000,,,,,,,,,,,,,,,,,1,,,,,open_page_shilianzhidi,,,,,,,,,,,,,,,,,,
200305,危险试炼7,,,,,,200306,200304,,,,,,,,,,0,1,0,60,1,1,2,,,0,30,,,,55205,55213,,8000,7000,,,,,,,,,,,,,,,,,1,,,,,open_page_shilianzhidi,,,,,,,,,,,,,,,,,,
200306,危险试炼8,,,,,,200307,200305,,,,,,,,,,0,1,0,60,1,1,2,,,0,30,,,,55205,55214,,8000,7000,,,,,,,,,,,,,,,,,1,,,,,open_page_shilianzhidi,,,,,,,,,,,,,,,,,,
200307,危险试炼9,,,,,,200308,200306,,,,,,,,,,0,1,0,60,1,1,2,,,0,30,,,,55205,55215,,8000,7000,,,,,,,,,,,,,,,,,1,,,,,open_page_shilianzhidi,,,,,,,,,,,,,,,,,,
200308,危险试炼10,,,,,,200309,200307,,,,,,,,,,0,1,0,60,1,1,2,,,0,30,,,,55205,55216,,8000,7000,,,,,,,,,,,,,,,,,1,,,,,open_page_shilianzhidi,,,,,,,,,,,,,,,,,,
200309,危险试炼11,,,,,,200310,200308,,,,,,,,,,0,1,0,60,1,1,2,,,0,35,,,,55206,55217,,10000,9000,,,,,,,,,,,,,,,,,1,,,,,open_page_shilianzhidi,,,,,,,,,,,,,,,,,,
200310,危险试炼12,,,,,,200311,200309,,,,,,,,,,0,1,0,60,1,1,2,,,0,35,,,,55206,55218,,10000,9000,,,,,,,,,,,,,,,,,1,,,,,open_page_shilianzhidi,,,,,,,,,,,,,,,,,,
200311,危险试炼13,,,,,,200312,200310,,,,,,,,,,0,1,0,60,1,1,2,,,0,35,,,,55206,55219,,10000,9000,,,,,,,,,,,,,,,,,1,,,,,open_page_shilianzhidi,,,,,,,,,,,,,,,,,,
200312,危险试炼14,,,,,,200313,200311,,,,,,,,,,0,1,0,60,1,1,2,,,0,35,,,,55206,55220,,10000,9000,,,,,,,,,,,,,,,,,1,,,,,open_page_shilianzhidi,,,,,,,,,,,,,,,,,,
200313,危险试炼15,,,,,,200314,200312,,,,,,,,,,0,1,0,60,1,1,2,,,0,35,,,,55206,55221,,10000,9000,,,,,,,,,,,,,,,,,1,,,,,open_page_shilianzhidi,,,,,,,,,,,,,,,,,,
200314,危险试炼16,,,,,,200315,200313,,,,,,,,,,0,1,0,60,1,1,2,,,0,40,,,,55206,55222,,15000,12000,,,,,,,,,,,,,,,,,1,,,,,open_page_shilianzhidi,,,,,,,,,,,,,,,,,,
200315,危险试炼17,,,,,,200316,200314,,,,,,,,,,0,1,0,60,1,1,2,,,0,40,,,,55206,55223,,15000,12000,,,,,,,,,,,,,,,,,1,,,,,open_page_shilianzhidi,,,,,,,,,,,,,,,,,,
200316,危险试炼18,,,,,,200317,200315,,,,,,,,,,0,1,0,60,1,1,2,,,0,40,,,,55206,55224,,15000,12000,,,,,,,,,,,,,,,,,1,,,,,open_page_shilianzhidi,,,,,,,,,,,,,,,,,,
200317,危险试炼19,,,,,,200318,200316,,,,,,,,,,0,1,0,60,1,1,2,,,0,40,,,,55206,55225,,15000,12000,,,,,,,,,,,,,,,,,1,,,,,open_page_shilianzhidi,,,,,,,,,,,,,,,,,,
200318,危险试炼20,,,,,,,200317,,,,,,,,,,0,1,0,60,1,1,2,,,0,40,,,,55206,55226,,15000,12000,,,,,,,,,,,,,,,,,1,,,,,open_page_shilianzhidi,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210010,装备强化Ⅰ,,,,,,210012,,,,,,,,,1,,0,1,0,90,1,1,2,,,0,27,,,,50480,50481,,5000,3000,,,,,,,,,,,,,,,,,1,,,,,qianghuazhuangbei_5,,,,,,,,,,,,,,,,,,
